Sanjeevi Rachuri,4fb7879c9f93463095e2f78ac1d7af04,"OPPO F3 Plus (Gold, 64 GB)",MOBES9G5SJHYT9QX,5,Wonderful,"excellent product form OPPO....
 
 

   READ MORE
  
",0,0,06-Nov-17
Sunil Kumar,68ccc3e55a404d0d90a8aeae1f9664c5,"OPPO F3 Plus (Gold, 64 GB)",MOBES9G5SJHYT9QX,4,Delightful,"Very nice handset and charging so fast
 
 

   READ MORE
  
",0,0,06-Nov-17
Flipkart Customer,4992db9233ad42579253b3b564afe749,"OPPO F3 Plus (Gold, 64 GB)",MOBES9G5SJHYT9QX,1,Unsatisfactory,"Very bed quality
 
 

   READ MORE
  
",0,0,06-Nov-17
Chittaranjan Panda,dfa8dc2600f44695be40ef1bd71b8db2,"OPPO F3 Plus (Gold, 64 GB)",MOBES9G5SJHYT9QX,4,Worth the money,"Everything is fine but software not upgrade nougat & Oreo
 
 

   READ MORE
  
",0,0,06-Nov-17
PRATIK RAJ,ff1491d1125648a481587d3945f82929,"OPPO F3 Plus (Gold, 64 GB)",MOBES9G5SJHYT9QX,4,Value-for-money,"Everything is good and satisfactory, camera quality is best but only drwaback there is no direct video calling facility possible through app only , In this price range it should be.
 
 

   READ MORE
  
",0,0,06-Nov-17
Flipkart Customer,a1b8c619465d49c08981a44395881a78,"OPPO F3 Plus (Gold, 64 GB)",MOBES9G5SJHYT9QX,5,Worth every penny,"Excellent suupar
 
 

   READ MORE
  
",0,0,06-Nov-17
Syed Asif,332cfbe07fa440c6b9a246a92b3b95a5,"OPPO F3 Plus (Gold, 64 GB)",MOBES9G5SJHYT9QX,5,Awesome,"Best  
 
 

   READ MORE
  
",0,0,06-Nov-17
Deepak Kumar,32c6d009c17742c194447c23917522bb,"OPPO F3 Plus (Gold, 64 GB)",MOBES9G5SJHYT9QX,5,Simply awesome,"Value for money
 
 

   READ MORE
  
",0,0,06-Nov-17
Flipkart Customer,20b06a2d439943bab3eae92b6c9517d6,"OPPO F3 Plus (Gold, 64 GB)",MOBES9G5SJHYT9QX,5,Classy product,"Awesome... Nice phone.
 
 

   READ MORE
  
",0,0,06-Nov-17
Prasad  Patil,bb18c237a14d4ba09771851e2f6cb19a,"OPPO F3 Plus (Gold, 64 GB)",MOBES9G5SJHYT9QX,5,Best in the market!,"Nice phone also delivery good
 
 

   READ MORE
  
",0,0,06-Nov-17
rajkumar r,542f9957f46b413da5873d97c836f245,"OPPO F3 Plus (Gold, 64 GB)",MOBES9G5SJHYT9QX,5,Terrific purchase,"Timely delivered but in the box earphone was missed after I raised the complaint they given 600 rs of  apology in my Flipkart Wallet the product was good amazing phone
 
 

   READ MORE
  
",0,0,06-Nov-17
Flipkart Customer,b3af614ae0b84da793317dec264f7ddf,"OPPO F3 Plus (Gold, 64 GB)",MOBES9G5SJHYT9QX,1,Don't waste your money,"Worst product
  
  Battery heating
  
  Biggest mistake
 
 

   READ MORE
  
",0,0,06-Nov-17
Saurabh Kumar,2f77c8d743a443abbef40a4615795cb6,"OPPO F3 Plus (Gold, 64 GB)",MOBES9G5SJHYT9QX,5,Utterly Disappointed,"Heating Issu
 
 

   READ MORE
  
",0,0,05-Nov-17
ramachandra SG,c6945552ca604cff8f688d2a08d1cbcb,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,5,Just wow!,"Very good mobile 100% happy with purchase.  Thanks flipkart. However  delay in delivery  also paid excess 1400 due to confusion in offers.
 
 

   READ MORE
  
",19,6,18-May-17
Flipkart Customer,187f531fd57644ecb5825aad8a66c011,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,3,Does the job,"Handset is not perfect as thought n we can better phone in Xiaomi with lesser price.
 
 

   READ MORE
  
",5,0,09-Sep-17
Parv Nayyar,fa1d47da7c8b47f7b400d08df62a33b1,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,2,Bad quality,"No direct video calling, remaining features are very gud
 
 

   READ MORE
  
",35,15,09-Jun-17
Dilip Bijjala,62aa005548594b8d8234bb45f4b0283e,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,1,Terrible product,"Fake offers given by flipkart , wen i am buying this mobile they told me mmt coupons will provide till now i dnt get and i asked them they are say 48hrs and not sending coupons
 
 

   READ MORE
  
",14,4,09-Jul-17
Flipkart Customer,cb82ff72db284f519df8436929684335,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,5,"After using 6 Days, Phone is not working","Its awesum.
 
 

   READ MORE
  
",54,29,16-May-17
Rohit Rohtela,fb78143fe1fc427e813d1cb3aa1b8034,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,3,Worst experience ever!,"This phone has big network issue...even network doesnt come full...only 1 signal show..using my airtel sim from last 10 year but no network problem...sim insert in another...thats work perfect...
  
  In 70% calls I need to say 4 time hello...dn another person listen...
  

  And its not my issue....same issue wth my cousin new f3 mobile..
  

  So same issues in both mobiles..
  

  N its heat like heater
 
 

   READ MORE
  
",87,52,07-Jul-17
CHANDRA SHEKHAR SINGH,c24e1af2b37a47b7ab9065b7e669c2c5,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,1,Not worth for money,"Overpriced as compare to feature not worthy to buy.......
  
  Speed- Slow
  
  Front Camera Good
  
  Battery worst
  
  recommended not to buy.
 
 

   READ MORE
  
",18,7,16-May-17
mythri sandeep,f2ab291331d9427ab78ce46a67e935df,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,4,Value-for-money,"Selfie centric phone.
  
  With a 6 days of use im writing this review.
  
  I preordered this device on 9th may and on 13th [its release day] i hot the mobile.
  
  But they didnt give bahubali case when i contact them they have given 150/- wallet.but i got selfie stick which is nice.
  

  Pros:
  
  1] 16 + 8 mp camera. Exellent . [GIF, ULTRA HD, EXPERT MODE]  
  
  2] back camera 13mp is very nice and no shutter lag. [GIF, ULTRA HD, EXPERT MODE]
  
  3] 5.5FHD display.
  
  4] Super fast finger print scanner. [0.2seconds]
  
  5] 51.5GB usable ROM
  
  6] Full charging within 2 hours.
  
  7] 12 hours battery back up for heavy user. If we dont use Net it has last for 1 & 1/2 day.
  
  8] VOLTE support with clear voice.
  
  9] super autobrightness screen and eye protection also.
  
  10] light weight and slim model easy to handle.
  

  Cons.
  
  1] Video options are not there like slow motion . Only 720p and 1080p for both cameras.
  
  2] while charging phone heating observed.
  
  3] in 4GB RAM it is showing only 1.95GB RAM available .
  
  4] Little bit over priced. It would have the price 16k.
  
  .
  
  Conclusion:
  
  If ur a camera / photo lover buy this phone without any hesitation.
 
 

   READ MORE
  
",86,58,18-May-17
JOHN LIVINGSTON S,1f02285e542845849e5787cec4804271,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,1,Don't waste your money,"Battery life is very poor. Not even lasting for half a day.
 
 

   READ MORE
  
",35,19,22-May-17
Flipkart Customer,0d97f4f0bc4b4b64a49997e829d195bd,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,5,Must buy!,"Good phone good photo clarity
 
 

   READ MORE
  
",14,5,15-May-17
Chinmayananda pattnayak,9549642b155d4850adf37e357003f038,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,4,Good quality product,"Thank you
 
 

   READ MORE
  
",4,0,23-May-17
Hemanathan,d6568f9234194ce8a9573acaa08b99a8,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,5,Mind-blowing purchase,"Super mobile oppo f3
 
 

   READ MORE
  
",4,0,18-May-17
Santhosh Reddy,8de3d22744654a9ca71c2a9691469810,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,5,Highly recommended,"Excellent.extradordinary.awesome
 
 

   READ MORE
  
",4,0,16-May-17
Anish Bhatia,d0cc4eb489f34114a5553a2c6841b1bd,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,5,Just wow!,"Good.phone.
 
 

   READ MORE
  
",4,0,16-May-17
Geetharam Thota,af21aaa7548549378f5e54ead83ab277,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,5,Terrific,"Hi.. Its 4th mobile from oppo.. This time i booked it for my friend.. Its simple.. Cool..
 
 

   READ MORE
  
",43,26,13-May-17
Harish AK,4eab46ad582f410c9597ca7aa8bd141c,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,5,Awesome,"Wonderful phone classy feel
 
 

   READ MORE
  
",10,3,16-May-17
Baaru Chandrashekar,9603b2db85d9404fbe35d8380a2456b4,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,2,Could be way better,"Over heating, rapid battery drain major problems.....  If u compromise buy for camera and Display
 
 

   READ MORE
  
",6,1,29-May-17
nithya.r. Mood,48ba14781f3145c284dd4de6098e0c26,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,5,Must buy!,"Loving it
 
 

   READ MORE
  
",6,1,16-May-17
Ravi Chapani,e427996542374a849bb75229d1a4c5ed,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,5,Wonderful,"Don't W8 Just Bye.......Super Dupper.....
 
 

   READ MORE
  
",15,7,16-May-17
Mayank Kumar,0c69d71e09cf4b86954c19fd709b5334,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,5,Brilliant,"Excellent Mobile...
 
 

   READ MORE
  
",7,2,14-May-17
Arjun Barat,6ac40a57d087415983935efa00f11e97,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,5,Highly recommended,"Phone is quite good. But as it is runs Mediatek processor I think it's overpriced. Overall phone performance is good.. Freebies (selfie stick) not received.
 
 

   READ MORE
  
",22,14,16-May-17
Flipkart Customer,3ccdc8f1cfda4a9f9af58e0da3285875,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,4,Good quality product,"good battery , camera , Very good performance
 
 

   READ MORE
  
",3,0,10-Jul-17
mayur patel,1edeac5dfb2d4a11a6d2de1e8d3b6897,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,1,Terrible product,"Product is defective & flipcart is not sport & not good service
 
 

   READ MORE
  
",3,0,21-Jun-17
Farooque Baig,57cf9a8fcab44595b13534cb7c0f47d1,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,5,Terrific,"Best deal in flipkart
 
 

   READ MORE
  
",3,0,16-May-17
Nataraja HN,5160ad99b72e44978767b39d30a54fc4,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,5,Good quality product,"Nice mobile,  good camera quality,  fast charging,  Slim mobile,  delivery was good,  HD Screen  clarity is superb,  music quality was good,  finger print sensor was amazing fast login with 5 fingers registration,  overall the best mob,  I got 10% discount on hdfc offer,  my son loved it, just go for it
 
 

   READ MORE
  
",36,29,27-May-17
arvind singh,11f54d240012472ea3e5f92d2ed2b825,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,5,Terrific,"The phone looks very good.Front camera is excellent but pretty average rear camera quality.....
 
 

   READ MORE
  
",11,6,18-May-17
Flipkart Customer,e4a507a6bf6a46c6bbac44ea24c4a07f,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,1,Hated it!,"Touch screen  is issue. Not able to take calls or check application properly. I want new one or I want to return  it
 
 

   READ MORE
  
",33,29,15-May-17
Harish Chinna ,b8d4c0848d0a46739356d5c83dc05afd,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,5,Must buy!,"Nice mobile camera suprb. No issues
 
 

   READ MORE
  
",8,4,15-May-17
Sandeep Goud,b6f655f2741c4256b71127e465fdc2cd,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,2,Camera performance is good,"Good camera performance selfie camera is great and wide angle selfi is awesome..
  
  But gets heated up when watching movies in full brightness..
  
  Battery backup is decent.. Speaker sound is loud and clear, display clarity is good..
  
  Feel like overpriced at 20K I bought it at extra 3000off worth around 14k-15k..
 
 

   READ MORE
  
",12,8,21-May-17
Kiran Gowda D,a06ea13f1f7447a1b399e22d90f3406a,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,5,Super!,"Super
 
 

   READ MORE
  
",4,1,23-May-17
Pintu Baug,dc7f6395e10d4bc78e4582708c816a9d,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,1,Terrible product,"Got this product on 19th & on 2nd day had problem of camera & video. Camera on clicking took few min to open & was black out during the time & video was not showing the timer, unable to shoot & access. Later reported to flipkart, advised us to reset. But camera problem occured again aftr 3 days. Took few min to open & black out during the time & video also took time but the timer was showing this time. This time i video tape that issue in another phone. As i dont want to do reset again & again to make this new phone spending 20000/-, reported again to flipkart about the issue & asked for replacement. They started their protocols. Even aftr technicians visit, saw the problem in video tape, accept its geniune but because it didnt occur at that particular time he wrote the report problem resolved instead of problem didnt occured that time . So flipkart got away wid the excuses for replacement.
  
  Flipkart you are making an bad impression in my mind regarding the defective product replacement, which i video tape. Making me to go CONSUMER FORUM as i having geniuene problem withe proof.
 
 

   READ MORE
  
",65,83,28-May-17
Saurabh Pal,f82302cdfc77485ca1af24267856003d,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,1,Did not meet expectations,"Never ever buy this OPPO phone as it has issue with network. Even service center not accepting phone as they know it's an inbuilt fault and have no approval for opening this phone.  Shady Opposite official has no solution  to it.  I am using this phone for over 40 days now.  Call drops.  Other person not hearing my voice on 4g network though mic n speakers are fine,  Zack is fine happen after ever 4th call
 
 

   READ MORE
  
",53,66,30-Jun-17
Flipkart Customer,4ef999ab9b7e4caca0afcf9e896e5321,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,1,Useless product,"Because this is chinese product.
  
  Please guys don't buy chinese product.
 
 

   READ MORE
  
",9,6,12-Jul-17
Jim George,7840254465874823af2019e8903a71b4,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,3,"Good for selfies and pics, average on performance","I have used this phone for 3 weeks and here is the review for product. This phone is good for those who love taking selfies and photos on the go. Using on ideal basis, the phone performs decent without any issues. The picture quality of the camera is in great. One of the best feature of front camera is that it has a wide view mode which covers at-least 50 more area than  normal camera. On a normal use basis, the battery gives 1 day backup. I have not checked for gaming performance since I am not a big fan of gaming activity. The color OS is not so great but you will get used to it once you starting using. Below is the Cons and Pros for the product:
  

  Cons:
  
  -Not an AMOLED display
  
  -Color OS not so impressive
  
  -Battery backup just for a day
  



  Pros:
  
  -Wide view front Camera
  
  -Impressive Beauty mode camera
  
  -64 GB in built memory with 4 GB of RAM
  
  -Dedicated slot each for 2 Sims and 1 memory card
  
  -Fast fingerprint response
  
  -Great external speaker quality, doesn't distort when on high volume.
  
  -Transparent back-cover and screengaurd, ejector pin & earphone included.
 
 

   READ MORE
  
",234,365,08-Jun-17
Flipkart Customer,88a3b0f9a48f481eb56438e1c846db27,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,2,Slightly disappointed,"Just an average fone, Guess I hv got a damaged piece, Problem with Mic, opposite person cannot hear ur  voice at all, you have to answer d calls on speaker.. overall nothing worth 20k
 
 

   READ MORE
  
",16,15,19-May-17
Flipkart Customer,fb4023d7beab4c049bea74b3d97bc481,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,4,Delightful,"Oppo phones are amazing by looks, music and of course famous for camera.
  
  Overall it is good but lacks in battery capacity because price range is higher if compared the same features in other brands like Mi which has good build quality with less price. Opportunity spends a lot of money of advertisment by celebrities therefore they will have to keep the price a little higher claiming that their product is best. But ideally either price should be a little lower or improve the build quality and battery capacity because phones are good but they are very delicate.
 
 

   READ MORE
  
",2,0,09-Nov-17
Balveer jakhar,9f4d12c57f8d4ef99aab4eca6d52075e,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,3,Fair,"At this price processor used is very cheap.shame on u oppo.other things are just good.
 
 

   READ MORE
  
",1,0,02-Nov-17
Adhi Santolla,d4a803c3e07841149a3d40f89bc4780f,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,1,Waste of money!,"Phone is superb..
  
  But Flipkart Service is too bad
  
  I really Hurt..
 
 

   READ MORE
  
",2,0,23-Oct-17
Amit Patil,712e0025e5894e37a735ec7ab30e57ce,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,5,Just wow!,"Awesome nice
 
 

   READ MORE
  
",2,0,02-Sep-17
Sumit Jiwatani,b160a41362fd4081ab502d6b70750d31,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,5,Super!,"A1 phone in 20000 range ..
 
 

   READ MORE
  
",2,0,02-Jul-17
Flipkart Customer,5c4b2a996f534ddd8cb9da28c2d650ee,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,4,Really Nice,"Good camera
 
 

   READ MORE
  
",2,0,15-Jun-17
Franklin Thomas,6f62f964367b4bd3a0fc005842cb4b97,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,5,Worth every penny,"Superb phone. Camera is better than Galaxy Note 5 and the phone is very smooth even fingerprint sensor is excellent. Best phone in 20k range.
 
 

   READ MORE
  
",2,0,14-Jun-17
manjunath B,7559a6b1ca2044edb7583904aa72e53d,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,5,Excellent,"Really awesome phone with good features....but in the box missing bahubali backcase
 
 

   READ MORE
  
",2,0,14-May-17
Dheeraj Vashisht,f45f0d78c4024d59b99108f25739161d,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,1,Useless product,"This phone is not worth 19000-20000 rs. Issues identified
  
  Phone reboots unexpectedly.
  
  Not able to connect the bluetooth phone audio.
  
  Keyboard is old.  No gif available.
  
  Camera quality is also not that good(which they call their USP. A 10000 rs phones also click the same quality pictures.
  
  Dual camera is not worth.
  
  When you can get the same qualities for half the price then why to spend money on these so call oppo phones.
  
  Earphones provided with the phone are below standard.
  
  And now i can replace it as i can only replace it within 10 days. Come on flipkart stop selling these kind of phones
 
 

   READ MORE
  
",38,49,05-Jun-17
Flipkart Customer,ff8ef648d6b547e2a08c3171317bc69a,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,4,Delightful,"Excellent phone and moreover good and before time delivery very helpful and friendly staff of smart. Keep it up
 
 

   READ MORE
  
",6,4,17-May-17
Karan Bisht,67d80c14a291450ba8b4c49faf7854f0,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,1,One Star,"Battery backup is worst!!!
 
 

   READ MORE
  
",3,1,23-Jul-17
AKSHAY  RAJ K,fadb640639f649628bafb54b4804b1b0,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,1,Very poor,"Do not Buy it with flipkart. The fingerprint not working  while charging. I have been replaced  with this item once and again this
 
 

   READ MORE
  
",3,1,13-Jul-17
Livin Das.V,710781d5188740138fb381572d031a5f,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,5,Just wow!,"Good phone oppo F3 duel camera is good...
 
 

   READ MORE
  
",3,1,05-Jun-17
Harmeet Bajwa,6f83837a6d9c45459d2a35e915161890,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,5,Terrific purchase,"After using 10 days I Really satisfied with this. Battery backup is good.Front camera above good. Rear camera is OK. If your main concern is camera then go for it.
 
 

   READ MORE
  
",3,1,01-Jun-17
KARTIK JAGTAP,6bef82c6a1144e03a79ce7225c1190bb,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,5,Super!,"Reason to purchase oppo f3
  
  1.) Best in class phone for selfies..
  
  2.) Doesn't have the worst hybrid sim card slot.
  
  3.) After sales service is best..
  
  4.) Service centre concern team supports quickly..
  
  5.) Sleek slim and metal finishing with 2.5D curved glass..
  
  6.) corning gorilla glass 5 protection..
  
  7.) and much more highly recommended..
 
 

   READ MORE
  
",3,1,18-May-17
Flipkart Customer,d826cbd43a2b43ce814520233065fdcb,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,3,OPPO,"Phone is ok but prize is not good , prize set only for dual camera .... no extra features  .
 
 

   READ MORE
  
",3,1,15-May-17
Mitesh j  Patel,1877ec170d45437d82319dd925f50db1,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,2,Could be way better,"The is good.
  


  But front camera is not click  wow pic. And the display flash is for front camera is only gimmick not useful.
  

  F3 is not selfi expert just like other phone better to get redmi note 4 is good for everything . Belive me my 6 friend have  redmi note 4   best battery life for  heavy users..
  

  So don't fooled by oppo!!!
 
 

   READ MORE
  
",4,2,13-Oct-17
pinak dave,0f00f522592d40df872ce34ffbf1a177,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,1,Utterly Disappointed,"Very poor battery performance..
 
 

   READ MORE
  
",4,2,22-Jun-17
Sandeep Khomne,3eb448140e2f47aa89dbb36bbe5c408d,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,4,Perfect selfie Phone,"Nice Design, very much slim phone ~7mm, Perfect selfie camera with wide angle, in low light will give perfect photo, battery life is very good as compared to mi note...Perfect phone...
 
 

   READ MORE
  
",4,2,27-May-17
Rajeev patel,610e93c893584c0f8744d6bf39599bba,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,4,Wonderful,"Ok okay camera selfii oppo f3 better den vivo v5s selfie camera extremely awesome face beautiy mind blowing oppo f3 just ok not bed
 
 

   READ MORE
  
",4,2,20-May-17
Chandresh Chauhan,a6788f4bcd78448b9858811f26b58a6e,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,4,Excellent,"Received products before a day, updating products report later on. Good one go for it.
 
 

   READ MORE
  
",4,2,14-May-17
Tony Budhraj,4074974c28774d8ba46107248e55c7ab,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,5,Must buy!,"Received as said today, My first phone apart from known brands samsung and Apple,The phone is as Expected, good camera, wonderful user interface. The best speaker, Received selfie stick and bahubali cover, But the most surprising Part is OPPO is giving FREE CLEAR COVER with the handset and also PRE APPLIED SCREEN GUARD, which is fantastic for each and every person as usually we run out to find cases and screen guard.if you have budget of around 20k Go for this phone you wont be disappointed, NOTE:- AS IN DESCRIPTION ITS WRITTEN GOLD, BUT ITS LIKE ROSE GOLD ONLY. NOT THAT YELLOW GOLD. THANK YOU FLIPKART. Thank You Viewers For Reading. GOOD LUCK EVERYONE.
 
 

   READ MORE
  
",28,43,16-May-17
Souvik Bhattacharya,4c7101f5e3774cb5b2ee83db5ead7cc6,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,5,Fantastic Phone!,"The product was delivered even 4 days earlier before the promised date. Product was in a box packed condition. The specs, style and configuration are like it's another competitor. The camera quality are appreciable with lot of settings provided during the shooting itself. I saw few comments in different e-commerce sites stating that the rear camera is not good but, I found it quite good. Need to check the battery discharge rate tomorrow. The menu is simple and easy to operate. I got really fantastic deal during the sale. So, let me venture out this deal :)
 
 

   READ MORE
  
",25,39,18-May-17
Flipkart Customer,639ad728b1f34ada9af8e2be45ef0f06,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,3,Good,"Oppo is good phone but not soo good.
  
  It's stylish and cool but this is have Some problem..
  
  It's have less battery power and it's drain out fast...
  
  It's have 4 GB RAM but h give only 1-2 GB RAM to use....
  
  And camera quality it's not soo good.
 
 

   READ MORE
  
",21,34,21-May-17
mangesh waghmare,9197dbf9ab1d4cc79c46f9ee53c7f79d,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,4,Really Nice,"very rich feel.cristal clear display.feels very premium in hand without back cover.slim look.
  
  now lets move to some negtve part of this ph.rear camera which is not upto the mark.below average.instead of putting 2 front camera oppo should  focus on rear camera too.u r not suppose to take only selfies.u need rear camera most than front camera.now each time i have to turn my ph to take each pic via selfie camera.except this ph is very very premium.ph missing fast charging too.decent battry.
 
 

   READ MORE
  
",9,11,18-May-17
Raghu Mukhija,1b4ac9878e9a4068b5009d10596237cd,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,4,Pretty good,"This Phone is good except few thing
  

  It has slow processor not recommend for game lover
  

  Night camera not well low light picture not up-to the mark
  

  No front flash even phone of Rs. 10000 have front flash
  

  High price should be near 13 to 14k
  

  Outdated Android version
  

  Frequent Network problem
  

  64 gb and 4 gb combination is good
  

  Touch classy
  

  Fingerprint ok
 
 

   READ MORE
  
",6,6,20-May-17
Achintya Miahra,3beeadc6f82d4446a95ff10b9e76599b,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,5,Terrific purchase,"Nice phone it's just like a iPhone for Middle class people....nd it's camera is sooooooooooo goooooood.....
  
  Nd I love this phone no heating issues just like opportunity F3 PLUS...
 
 

   READ MORE
  
",6,7,12-Jun-17
Shoaib Irfan,9f2d418a56a145fb81c8a818cd2165cb,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,5,Fabulous!,"Dear oppo and fkipkart
  

  Owesom mobile working for Android, camera extraordinary and very good battery backup. Excellent Ram speed. Total excellent.
  

  Totally I said u heart full thank you oppo.
 
 

   READ MORE
  
",3,2,06-Jun-17
harshad Jamkar,77550dcd6aea4cb2ae0be2eb82680f14,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,5,Terrific purchase,"Excellent phone..   Flipkart thanks...  But I didn't get my MMT Gift Card worth rs 2500...
 
 

   READ MORE
  
",3,2,21-May-17
Shubham Gautam,3da27e779f1d4e05b8e75e4ed910e81b,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,5,Excellent,"Amazing phone
 
 

   READ MORE
  
",3,2,15-May-17
Jitendra Pal,15d1660b8f1c4f2d85ceb5199891c349,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,5,Excellent,"Ultimate camera phone, first mobile having two front facing cameras, 8 with 16MP(group selfie vide angle) and 13 MP back camera. All cameras capture best quality photos. 16 Mp is the  best  to  capture group selfie. You can easily switch all camera for selfie 8 to 16 mp camera. Guys, if you are selfie or the photo lover then it is the best one in this price range. No lagging and good battery backup, last long for one day on moderate use and two days on average use. Equiped with 4GB ram and 64GB internal memory, premium quality with additional oppo f3 usefull features.Also It has notification led blinking . Happy to buy this..
  


   READ MORE
  
",5,6,02-Jul-17
TARUN MALHOTRA,e36cd9dd9c2d4b3b85cc6b847a994b19,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,5,Mind-blowing purchase,"Very good mobile phone camera quality is good battery backup is 1 day easy to use phone toch and speed is very good i am fully satisfied for this mobile its value 4 money
 
 

   READ MORE
  
",2,1,13-Jul-17
Flipkart Customer,67062f6269614ded8974fc238fdf5c0a,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,4,Wonderful,"Super mobile, looking good
 
 

   READ MORE
  
",2,1,14-Jun-17
Inderpreet Singh,6c1234dfdf09442dac6305551b58ad20,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,5,Great product,"Awesome Product
  
  Good quality
  
  Camera selfi Good
  
  Battery in Medium
 
 

   READ MORE
  
",2,1,12-Jun-17
Siddharth  Saxena,04adb0159b0646e8b29125fd4401040b,"OPPO F3 (Gold, 64 GB)",MOBETGZ5QQVZF6YC,3,Fair,"I am facing heating problem while charging else every thing is good
 
 

   READ MORE
  
",2,1,04-Jun-17
